,train_loss,val_loss,train_f1,val_f1,train_accuracy,val_accuracy
0,1.9087152,1.3159435,0.4481054628267884,0.5334821428571429,0.44810546875,0.5334821428571429
1,1.09287,1.0568068,0.6259570270776749,0.6698660765375409,0.62595703125,0.6698660714285714
2,0.9110079,0.93366593,0.6860546879470348,0.6948660867554801,0.6860546875000001,0.6948660714285715
3,0.8181952,0.85123396,0.7116796970367432,0.7082589098385402,0.7116796875,0.7082589285714286
4,0.75262815,0.8015999,0.7340429797768593,0.7187499914850507,0.73404296875,0.71875
5,0.70233274,0.7679704,0.751738291233778,0.7256696649960109,0.7517382812499998,0.7256696428571427
6,0.6635962,0.7371723,0.7682617232203484,0.7348214387893677,0.7682617187499999,0.7348214285714285
7,0.63316154,0.70052516,0.7817187532782555,0.7433035884584699,0.78171875,0.7433035714285714
8,0.60761154,0.66799176,0.791152361780405,0.7531250289508274,0.7911523437499999,0.753125
9,0.58566105,0.64084923,0.7990820333361626,0.7636160935674395,0.79908203125,0.7636160714285714
10,0.5666355,0.6175385,0.8059960976243019,0.7725446649960109,0.8059960937500001,0.7725446428571429
11,0.54978126,0.59784216,0.8111328184604645,0.7803571649960109,0.8111328125,0.7803571428571427
12,0.5347147,0.5806965,0.8177148588001728,0.7868303741727557,0.8177148437499999,0.7868303571428571
13,0.5212792,0.5662835,0.8233984299004078,0.7946428741727557,0.8233984375000001,0.7946428571428573
14,0.5092398,0.5545384,0.82816406711936,0.7997768010411944,0.8281640625,0.7997767857142856
15,0.4982741,0.54362935,0.832890622317791,0.8051339387893677,0.8328906249999999,0.8051339285714286
16,0.48816517,0.5335954,0.836718738079071,0.8069196598870414,0.8367187500000001,0.8069196428571427
17,0.4787454,0.5245101,0.8394140414893627,0.8113839285714286,0.8394140625000001,0.8113839285714287
18,0.47013783,0.51701164,0.8423437476158142,0.8127232108797345,0.8423437500000001,0.8127232142857144
19,0.46215144,0.5101896,0.8449414037168026,0.8149553622518267,0.8449414062499999,0.814955357142857
20,0.45471773,0.50442487,0.8465820252895355,0.8176339183534894,0.8465820312500001,0.8176339285714286
21,0.44772354,0.49859715,0.848847646266222,0.8225446343421936,0.84884765625,0.8225446428571427
22,0.44099465,0.4934063,0.8499218709766865,0.8256696462631226,0.849921875,0.8256696428571428
23,0.43465072,0.4890074,0.8521288968622684,0.8263392874172756,0.85212890625,0.8263392857142857
24,0.42867252,0.484531,0.8540429621934891,0.8276785867554801,0.8540429687500001,0.8276785714285714
25,0.42291796,0.48029837,0.8561523333191872,0.8287946496691022,0.8561523437499999,0.8287946428571429
26,0.41737887,0.47669882,0.8573242090642452,0.8305803537368774,0.8573242187500001,0.830580357142857
27,0.4120543,0.47266716,0.8599999845027924,0.8332589438983372,0.86,0.8332589285714286
28,0.40682247,0.4689276,0.8621679544448853,0.834598217691694,0.8621679687500001,0.8345982142857142
29,0.40185505,0.46587208,0.8628515526652336,0.8359374914850507,0.8628515625000001,0.8359375000000001
